"plot","tmin","tmax","mean_prec","mean_vp","mean_srad"
"085-ALBE-0007",-15,38,3.23890410958904,1130.7397260274,329.671890410959
"085-ALBE-0008",-15.5,36,3.60986301369863,1150.26849315068,326.247452054795
"085-ALBE-0009",-15.5,36,3.60986301369863,1150.26849315068,326.247452054795
"085-ALBE-0010",-15.5,37,2.91397260273973,1165.85205479452,329.333479452055
"085-ALBE-0011",-18,37.5,2.85041095890411,1159.14520547945,327.485369863014
"085-ALBE-0012",-17.5,38,2.76876712328767,1166.68493150685,328.318246575342
"085-ALBE-0013",-19,35.5,3.7358904109589,1078.04931506849,341.430356164384
"085-ALBE-0014",-18,37.5,2.85041095890411,1159.14520547945,327.485369863014
"085-ALBE-0015",-18,37.5,2.85041095890411,1159.14520547945,327.485369863014
"085-ALBE-0016",-18,37.5,2.85041095890411,1159.14520547945,327.485369863014
"085-ALBE-0017",-18,38,3.67671232876712,1187.59452054795,323.249095890411
"085-ALEX-0001",-13.5,37.5,3.37041095890411,1224.1095890411,319.365260273973
"085-ALEX-0002",-14,37,3.41479452054795,1218.12602739726,317.820493150685
"085-ALEX-0003",-13.5,37.5,3.37041095890411,1224.1095890411,319.365260273973
"085-ALEX-0004",-13,38,3.27232876712329,1247.51780821918,316.824547945205
"085-ALEX-0005",-13.5,38,3.32219178082192,1238.13698630137,317.19802739726
"085-ALEX-0007",-13.5,37.5,3.33150684931507,1236.6904109589,316.985863013699
"085-ALEX-0009",-13,38,3.15671232876712,1253.39178082192,317.185753424658
"085-ALLE-0002",-19.5,34,3.03068493150685,980.295890410959,328.476054794521
"085-ALLE-0003",-19.5,34,3.03068493150685,980.295890410959,328.476054794521
"085-ALLE-0004",-20.5,36,3.42520547945206,1056.30684931507,319.696657534247
"085-AMHE-0001",-22,37.5,3.22684931506849,1119.86849315069,335.214465753425
"085-AMHE-0002",-22,37.5,3.19123287671233,1121.68767123288,335.109260273973
"085-AMHE-0003",-22,37.5,3.2158904109589,1118.59726027397,335.016328767123
"085-AMHE-0004",-21.5,37,3.33753424657534,1112.96438356164,336.429589041096
"085-AMHE-0005",-21.5,37.5,3.15835616438356,1128.28493150685,332.379178082192
"085-AMHE-0006",-22,37.5,3.05424657534247,1106.56438356164,336.478684931507
"085-AMWM-0001",-21,38,3.03506849315069,1177.44657534247,333.301479452055
"085-AMWM-0002",-21,38,3.06849315068493,1176.13150684931,333.83802739726
"085-AMWM-0003",-21,38,3.08054794520548,1176.21917808219,333.80295890411
"085-AMWM-0004",-21,38,3.07506849315069,1180.12054794521,333.387397260274
"085-AMWM-0005",-21,38,3.07506849315069,1180.12054794521,333.387397260274
"085-AMWM-0006",-21,38,3.07506849315069,1180.12054794521,333.387397260274
"085-AMWM-0007",-15.5,38,3.1841095890411,1196.75616438356,332.77895890411
"085-AMWM-0008",-15.5,38,3.18082191780822,1196.71232876712,332.372164383562
"085-AMWM-0009",-17.5,39.5,3.1386301369863,1173.67671232877,335.23901369863
"085-ANTI-0001P",-17,37.5,3.79287671232877,1319.8904109589,325.612712328767
"085-ANTI-0002P",-17,37.5,3.77808219178082,1331.37534246575,324.239780821918
"085-ANTI-0003",-14,38.5,3.48438356164384,1333.34794520548,329.536876712329
"085-ANTI-0004",-14,38.5,3.50520547945205,1331.00273972603,329.556164383562
"085-ANTI-0005",-14,38.5,3.50465753424658,1330.41095890411,329.743780821918
"085-ANTI-0006",-14,38.5,3.50520547945205,1331.00273972603,329.556164383562
"085-ANTI-0007",-14,38.5,3.50520547945205,1331.00273972603,329.556164383562
"085-ANTI-0008",-14,38.5,3.48438356164384,1333.34794520548,329.536876712329
"085-ANTI-0009",-14,38.5,3.52547945205479,1329.86301369863,329.882301369863
"085-ANTI-0010",-14,38.5,3.48438356164384,1333.34794520548,329.536876712329
"085-ANTI-0011",-14,38.5,3.52109589041096,1331.68219178082,329.826191780822
"085-ANTI-0012",-14,38.5,3.50575342465753,1331.72602739726,329.666630136986
"085-ANTI-0013",-14,38.5,3.44109589041096,1326.72876712329,330.203178082192
"085-ANTI-0014",-14,38.5,3.48438356164384,1333.34794520548,329.536876712329
"085-APCO-0001",-17,37.5,2.80657534246575,1113.97260273973,338.740602739726
"085-APCO-0002",-17,37.5,2.80712328767123,1115.44109589041,338.481095890411
"085-APCO-0003",-17,37.5,2.80657534246575,1113.97260273973,338.740602739726
"085-APCO-0004",-17,37.5,2.77534246575342,1116.16438356164,338.407452054795
"085-APCO-0005",-17,37.5,2.78794520547945,1115.57260273973,338.261917808219
"085-APCO-0006",-17,37.5,2.78739726027397,1116.2301369863,338.232109589041
"085-APCO-0007",-17,37.5,2.78739726027397,1116.2301369863,338.232109589041
"085-APCO-0008",-17,37.5,2.79452054794521,1117.34794520548,337.951561643836
"085-APCO-0009",-17,37.5,2.77534246575342,1116.16438356164,338.407452054795
"085-APCO-0010",-17,37.5,2.81095890410959,1112.96438356164,338.810739726027
"085-APCO-0011",-15,37.5,2.80547945205479,1132.71232876712,337.402739726027
"085-APCO-0012",-15,37.5,2.80547945205479,1132.71232876712,337.402739726027
"085-APCO-0013",-15,37.5,2.86520547945205,1132.84383561644,337.658739726027
"085-APCO-0014",-15,37.5,3.19287671232877,1122.91506849315,336.022794520548
"085-APPO-0001",-21.5,37.5,3.18575342465753,1134.9698630137,336.615452054795
"085-APPO-0002",-21.5,37.5,3.18575342465753,1134.9698630137,336.615452054795
"085-ARLI-0001",-14,37,3.41260273972603,1214.94794520548,317.345315068493
"085-ARLI-0002",-14,36.5,3.23506849315068,1258.03835616438,315.24295890411
"085-AUGU-0012",-15.5,35,3.32712328767123,1063.95616438356,328.656657534247
"085-AUGU-0013",-17,35,3.2772602739726,1023.93424657534,333.466301369863
"085-AUGU-0014",-19.5,36.5,3.33479452054795,1087.12328767123,331.570849315068
"085-AUGU-0015",-19.5,36.5,3.33479452054795,1087.12328767123,331.570849315068
"085-AUGU-0016",-19.5,36.5,3.33479452054795,1087.12328767123,331.570849315068
"085-BBNR-0002",-11,37,3.6641095890411,1502.9698630137,313.275616438356
"085-BBNR-0010",-11,37,3.6613698630137,1503.97808219178,313.107287671233
"085-BBNR-0011",-11,37,3.68219178082192,1506.82739726027,312.81095890411
"085-BBNR-0014",-11,37,3.6613698630137,1503.97808219178,313.107287671233
"085-BBNR-0015",-11,37,3.6613698630137,1503.97808219178,313.107287671233
"085-BBNR-0016",-11,37,3.67397260273973,1506.03835616438,312.835506849315
"085-BBNR-0020",-11,37,3.68383561643836,1502.94794520548,313.038904109589
"085-BBNR-0022",-11,37,3.67616438356164,1504.92054794521,313.002082191781
"085-BBNR-0024",-11.5,37,3.64767123287671,1487.21095890411,313.728
"085-BBNR-0031",-11.5,37,3.64164383561644,1483.50684931507,313.984
"085-BBNR-0032",-11,37,3.68219178082192,1506.82739726027,312.81095890411
"085-BBNR-0033",-11,37,3.68219178082192,1506.82739726027,312.81095890411
"085-BBNR-0034",-11,37,3.67397260273973,1506.03835616438,312.835506849315
"085-BBNR-0035",-11,37,3.67397260273973,1506.03835616438,312.835506849315
"085-BBNR-0036",-11.5,37,3.64383561643836,1489.31506849315,313.042410958904
"085-BBRP-0001",-23,38.5,3.04547945205479,1131.0904109589,323.257863013699
"085-BBRP-0002",-23,38.5,3.04547945205479,1131.0904109589,323.257863013699
"085-BBRP-0003",-16.5,36.5,3.17972602739726,1145.79726027397,319.542356164384
"085-BBRP-0004",-17.5,38,2.97369863013699,1137.62191780822,321.162520547945
"085-BEDF-0001P",-17.5,37.5,3.08821917808219,1166.72876712329,333.096328767123
"085-BEDF-0002P",-17.5,37.5,3.08821917808219,1166.72876712329,333.096328767123
"085-BEDF-0003P",-17.5,37.5,3.08821917808219,1166.72876712329,333.096328767123
"085-BEDF-0004P",-17.5,37.5,3.08821917808219,1166.72876712329,333.096328767123
"085-BEDF-0005",-18,37.5,3.21369863013699,1148.99726027397,336.443616438356
"085-BESP-0001",-15.5,38,3.09534246575342,1183.03561643836,332.461589041096
"085-BESP-0002",-15.5,38,3.09534246575342,1183.03561643836,332.461589041096
"085-BESP-0003",-15.5,38.5,2.90027397260274,1159.36438356164,335.638794520548
"085-BESP-0004",-15.5,38.5,2.90027397260274,1159.36438356164,335.638794520548
"085-BESP-0005",-18,39.5,3.16383561643836,1240.54794520548,326.198356164384
"085-BIGS-0001P",-24,33,3.72876712328767,940.230136986301,351.107506849315
"085-BIGS-0002P",-24,33,3.72876712328767,940.230136986301,351.107506849315
"085-BISP-0001",-18,37,3.90739726027397,1126.22465753425,317.97304109589
"085-BISP-0002",-18,37,3.96876712328767,1127.67123287671,319.996493150685
"085-BISP-0003",-18,37,3.96876712328767,1127.67123287671,319.996493150685
"085-BISP-0004",-18,37,3.90739726027397,1126.22465753425,317.97304109589
"085-BISP-0005",-18.5,36.5,4.09479452054795,1121.24931506849,328.335780821918
"085-BISP-0006",-18,37,4.04876712328767,1125.47945205479,323.036931506849
"085-BISP-0007",-18.5,36.5,4.09479452054795,1121.24931506849,328.335780821918
"085-BLAC-0001P",-17,37.5,3.84438356164384,1318.35616438356,325.372493150685
"085-BLAC-0002P",-17,37.5,3.83561643835616,1318.13698630137,325.588164383562
"085-BLAC-0003P",-17,37.5,3.46082191780822,1312.21917808219,327.432767123288
"085-BLAC-0004",-14,38.5,3.50575342465753,1331.72602739726,329.666630136986
"085-BLAC-0005",-14,38.5,3.50575342465753,1331.72602739726,329.666630136986
"085-BLAC-0006",-14,38.5,3.52547945205479,1329.86301369863,329.882301369863
"085-BLAN-0001",-19.5,33.5,3.28821917808219,996.734246575342,337.067835616438
"085-BLAN-0002",-21.5,33,3.68438356164384,971.594520547945,337.727123287671
"085-BLRP-0064P",-17.5,37,3.52986301369863,1027.0904109589,322.986082191781
"085-BLRP-0067P",-18.5,37,3.45698630136986,1026.27945205479,341.032328767123
"085-BLRP-0120",-17,33,3.36438356164384,983.035616438356,345.452712328767
"085-BLRP-0121",-15.5,34,3.17315068493151,1045.63287671233,335.049643835616
"085-BLRP-0122",-17,33.5,3.48931506849315,985.512328767123,334.897095890411
"085-BLRP-0123",-17.5,33.5,3.54684931506849,973.87397260274,344.867068493151
"085-BLRP-0124",-18,33.5,3.62520547945205,965.720547945205,348.826301369863
"085-BLRP-0133",-16.5,33.5,3.14575342465753,1006.22465753425,346.541589041096
"085-BLRP-0204",-23.5,36,4.11780821917808,1031.18904109589,330.164602739726
"085-BLRP-0205",-28.5,33.5,4.65917808219178,955.397260273973,336.487452054795
"085-BLRP-0206",-27,32.5,4.52328767123288,938.695890410959,354.921205479452
"085-BLRP-0207",-20,35.5,3.97205479452055,990.268493150685,343.70104109589
"085-BLRP-0208",-20.5,35.5,4.26301369863014,1030.02739726027,324.536109589041
"085-BOTE-0001",-24,31.5,4.12986301369863,978.367123287671,338.298739726027
"085-BOTE-0002",-22.5,37,3.06082191780822,1069.91780821918,337.571068493151
"085-BOTE-0003",-15,35.5,3.15232876712329,1165.39178082192,325.917808219178
"085-BOTE-0004",-15,35.5,3.15232876712329,1165.39178082192,325.917808219178
"085-BOTE-0005",-14.5,35.5,3.1413698630137,1168.67945205479,324.85698630137
"085-BOTE-0006",-16.5,33.5,3.47780821917808,1075.87945205479,333.96602739726
"085-BOTE-0007",-17.5,33,3.62904109589041,1042.84931506849,336.727671232877
"085-BOTE-0008",-17,33,3.60876712328767,1053.65479452055,335.053150684931
"085-BOTE-0009",-15.5,35,3.29095890410959,1127.58356164384,333.983561643836
"085-BOTE-0012",-15.5,37.5,3.05534246575342,1138.23561643836,331.809315068493
"085-BOTE-0013",-15.5,37,3.18958904109589,1125.3698630137,334.402630136986
"085-BRUN-0004",-19,38,3.36931506849315,1205.91780821918,334.230794520548
"085-BRUN-0008",-15.5,38,3.14082191780822,1242.7397260274,334.949698630137
"085-BRUN-0009",-15.5,38,3.14082191780822,1242.7397260274,334.949698630137
"085-BRUN-0010",-15.5,38,3.14082191780822,1242.7397260274,334.949698630137
"085-BRUN-0011",-15.5,39.5,3.15561643835616,1255.45205479452,333.54695890411
"085-BUCK-0001",-22,37.5,3.1841095890411,1126.66301369863,333.818739726027
"085-BUCK-0003",-17.5,37.5,2.52767123287671,1106.58630136986,335.293369863014
"085-BUCK-0004",-17.5,37.5,2.70191780821918,1113.55616438356,338.107616438356
"085-BUCK-0005",-16,37.5,2.87835616438356,1167.07945205479,335.431890410959
"085-BUCK-0006",-16,37.5,2.87835616438356,1167.07945205479,335.431890410959
"085-BUFF-0001P",-26.5,33.5,4.0427397260274,925.895890410959,354.69501369863
"085-BUFF-0002P",-27.5,33.5,4.1172602739726,899.967123287671,356.048657534247
"085-BUFF-0003P",-25.5,33.5,3.94027397260274,949.87397260274,352.673315068493
"085-BUFF-0004P",-27.5,33.5,4.1172602739726,899.967123287671,356.048657534247
"085-BUFF-0005P",-26.5,33.5,3.84547945205479,934.312328767123,354.156712328767
"085-BUFF-0008P",-27.5,33.5,3.91013698630137,909.084931506849,354.900164383562
"085-BUFF-0009P",-26.5,33.5,3.78630136986301,936.898630136986,356.397589041096
"085-BUFF-0010P",-26.5,33.5,3.80164383561644,924.493150684931,343.867616438356
"085-BUFF-0011P",-25.5,33.5,3.76493150684932,957.501369863014,352.738191780822
"085-BUFF-0012P",-26.5,33.5,3.80164383561644,924.493150684931,343.867616438356
"085-BUFF-0013P",-27.5,33.5,3.79671232876712,916.405479452055,353.956821917808
"085-BUFF-0014P",-26,33.5,3.66575342465753,954.279452054795,354.009424657534
"085-BUFF-0015P",-17,33.5,3.4027397260274,978.93698630137,351.822904109589
"085-BUFF-0018P",-18.5,32.5,3.88657534246575,940.997260273973,350.767342465753
"085-BUFF-0019P",-18.5,32.5,3.88657534246575,940.997260273973,350.767342465753
"085-BULL-0001",-23.5,35.5,3.43452054794521,1090.91506849315,329.308931506849
"085-BULL-0002",-23,36,3.40547945205479,1094.09315068493,328.765369863014
"085-BULL-0003",-21,36,3.31013698630137,1110.55342465753,318.825205479452
"085-BULL-0004",-21,35.5,3.39287671232877,1107.26575342466,324.958684931507
"085-BULL-0005",-21.5,37,3.18684931506849,1134.42191780822,326.042301369863
"085-BULL-0006",-21.5,37,3.18684931506849,1134.42191780822,326.042301369863
"085-BULL-0007P",-21.5,36.5,3.2558904109589,1126.42191780822,326.391232876712
"085-BULL-0008",-21.5,36.5,3.2558904109589,1122.98082191781,324.699178082192
"085-BULL-0009",-21,36,3.34246575342466,1115.72602739726,324.644821917808
"085-BULL-0010",-21,36,3.33150684931507,1106.08219178082,317.769643835616
"085-BULL-0011",-21,36,3.35342465753425,1114.78356164384,323.941698630137
"085-BULL-0012P",-21,35.5,3.42739726027397,1106.91506849315,325.633753424658
"085-BULL-0013",-21,36,3.33150684931507,1106.08219178082,317.769643835616
"085-BULL-0014P",-21,35.5,3.42739726027397,1106.91506849315,325.633753424658
"085-BULL-0015P",-21,35.5,3.41150684931507,1103.73698630137,322.253150684931
"085-BULL-0016P",-21,36,3.33150684931507,1106.08219178082,317.769643835616
"085-BULL-0017P",-21,35.5,3.39178082191781,1107.39726027397,325.09895890411
"085-BULL-0018P",-21,36,3.35342465753425,1114.78356164384,323.941698630137
"085-BULL-0019P",-21,36,3.35342465753425,1114.78356164384,323.941698630137
"085-BULL-0020P",-21.5,37.5,3.14794520547945,1133.12876712329,323.09304109589
"085-BULL-0021P",-21,36,3.31945205479452,1120.28493150685,327.362630136986
"085-BULL-0022P",-21,36,3.31945205479452,1120.28493150685,327.362630136986
"085-BULL-0023P",-21.5,36.5,3.2558904109589,1126.42191780822,326.391232876712
"085-BULL-0024P",-21.5,36.5,3.2558904109589,1126.42191780822,326.391232876712
"085-BULL-0025P",-21,36.5,3.26794520547945,1123.11232876712,324.215232876712
"085-BULL-0026P",-21,36.5,3.26794520547945,1123.11232876712,324.215232876712
"085-BULL-0027P",-21,36.5,3.26794520547945,1123.11232876712,324.215232876712
"085-BULL-0028",-21,35.5,3.37369863013699,1115.96712328767,326.021260273973
"085-BULL-0029P",-21,35.5,3.37205479452055,1110.35616438356,325.070904109589
"085-BULL-0030P",-21,35.5,3.37205479452055,1110.35616438356,325.070904109589
"085-BULL-0031P",-21,35,3.47890410958904,1103.38630136986,323.95397260274
"085-BULL-0032P",-21,35,3.47890410958904,1103.38630136986,323.95397260274
"085-BULL-0033",-21,37.5,3.11397260273973,1104.19726027397,324.99901369863
"085-BULL-0034P",-21,35.5,3.42739726027397,1106.91506849315,325.633753424658
"085-BULL-0035P",-21,35,3.47890410958904,1103.38630136986,323.95397260274
"085-BULL-0036P",-21,35.5,3.39178082191781,1107.39726027397,325.09895890411
"085-BULL-0037P",-21,35.5,3.39178082191781,1107.39726027397,325.09895890411
"085-BULL-0038P",-21,35.5,3.37369863013699,1115.96712328767,326.021260273973
"085-BULL-0039",-21.5,36.5,3.30575342465753,1128.13150684931,323.941698630137
"085-BULL-0040",-21.5,37,3.1813698630137,1133.87397260274,322.861589041096
"085-BULL-0041",-21.5,36.5,3.30575342465753,1128.13150684931,323.941698630137
"085-BULL-0042",-21,36,3.34246575342466,1115.72602739726,324.644821917808
"085-BULL-0043P",-21,36,3.34246575342466,1115.72602739726,324.644821917808
"085-BULL-0044P",-21,36,3.35342465753425,1114.78356164384,323.941698630137
"085-BULL-0045",-21,36,3.35232876712329,1108.62465753425,324.194191780822
"085-BULL-0046P",-21,35.5,3.37095890410959,1111.16712328767,324.942904109589
"085-BULL-0047P",-21,35.5,3.39178082191781,1107.39726027397,325.09895890411
"085-BULL-0048",-21,35.5,3.3813698630137,1104.08767123288,321.767452054795
"085-BULL-0049P",-21,36,3.31945205479452,1120.28493150685,327.362630136986
"085-BULL-0050P",-21.5,37,3.23506849315068,1126.77260273973,325.591671232877
"085-BULL-0051P",-21.5,37,3.1813698630137,1129.68767123288,325.163835616438
"085-BULL-0052P",-21,36,3.31945205479452,1120.28493150685,327.362630136986
"085-BULL-0053",-21,37,3.1813698630137,1103.62739726027,322.477589041096
"085-BULL-0054",-21,37,3.1813698630137,1103.62739726027,322.477589041096
"085-BULL-0055",-21,37,3.1813698630137,1103.62739726027,322.477589041096
"085-BULL-0056",-21,37,3.1813698630137,1103.62739726027,322.477589041096
"085-BULL-0057",-21,36.5,3.2372602739726,1103.80273972603,320.384
"085-BULL-0058P",-21,35.5,3.36,1112.50410958904,323.068493150685
"085-BULL-0059P",-21,35.5,3.36,1112.50410958904,323.068493150685
"085-BULL-0060P",-21,35.5,3.4213698630137,1103.5397260274,323.71901369863
"085-BULL-0061",-21.5,36.5,3.30575342465753,1126.99178082192,322.851068493151
"085-BULL-0062",-21.5,37,3.17205479452055,1132.18630136986,322.596821917808
"085-BULL-0063",-21.5,37,3.22849315068493,1128.43835616438,323.543671232877
"085-BULL-0064P",-21,36,3.33150684931507,1106.08219178082,317.769643835616
"085-BULL-0065P",-21,35.5,3.3813698630137,1104.08767123288,321.767452054795
"085-BULL-0066P",-21,35.5,3.3813698630137,1104.08767123288,321.767452054795
"085-BULL-0067P",-21,35.5,3.3813698630137,1104.08767123288,321.767452054795
"085-BULL-0068P",-21.5,36.5,3.2558904109589,1122.98082191781,324.699178082192
"085-BULL-0069P",-21.5,36.5,3.2558904109589,1122.98082191781,324.699178082192
"085-BULL-0070P",-21,36,3.31945205479452,1120.28493150685,327.362630136986
"085-BULL-0071P",-21.5,36.5,3.2558904109589,1126.42191780822,326.391232876712
"085-BULL-0072P",-21.5,36.5,3.2558904109589,1126.42191780822,326.391232876712
"085-BUSH-0005P",-17.5,37.5,3.5013698630137,1296.4602739726,319.961424657534
"085-BUSH-0006P",-17.5,37.5,3.4986301369863,1297.6,319.777315068493
"085-BWNM-0001",-15.5,37,2.66301369863014,1129.0301369863,337.209863013699
"085-BWNM-0002",-15.5,37,2.66301369863014,1129.0301369863,337.209863013699
"085-BWNM-0003",-15.5,37,2.66301369863014,1129.0301369863,337.209863013699
"085-BWNM-0004",-15.5,37,2.66301369863014,1129.0301369863,337.209863013699
"085-BWNM-0005",-15.5,37,2.66301369863014,1129.0301369863,337.209863013699
"085-BWNM-0006",-15.5,37,2.66301369863014,1129.0301369863,337.209863013699
"085-CAMP-0001",-20.5,37,3.06520547945205,1131.52876712329,336.715397260274
"085-CAMP-0002",-20.5,37,3.06520547945205,1131.52876712329,336.715397260274
"085-CAMP-0003",-20.5,37,3.0958904109589,1129.6,336.785534246575
"085-CAMP-0004",-17.5,38,2.77150684931507,1146.43287671233,334.732273972603
"085-CAMP-0005",-17.5,38,2.77150684931507,1146.43287671233,334.732273972603
"085-CAPE-0001P",-12.5,37,3.64383561643836,1415.16712328767,314.345205479452
"085-CARO-0002",-14.5,38,3.19945205479452,1265.00821917808,322.048
"085-CARO-0003",-15,38,3.27890410958904,1238.13698630137,326.63495890411
"085-CARO-0004",-15,38,3.26246575342466,1240.52602739726,326.827835616438
"085-CARO-0005",-15,38,3.26246575342466,1240.52602739726,326.827835616438
"085-CEDA-0001P",-26,35,4.17808219178082,1131.6602739726,335.752767123288
"085-CEDA-0004P",-15.5,35,3.46849315068493,1134.83835616438,338.847561643836
"085-CEDA-0005P",-15.5,35,3.42191780821918,1136.19726027397,336.724164383562
"085-CEDA-0006",-16.5,36,3.34904109589041,1143.07945205479,336.939835616438
"085-CEDA-0007",-16.5,36,3.3627397260274,1146.6301369863,334.770849315069
"085-CEDA-0008",-16.5,36,3.34794520547945,1145.86301369863,334.947945205479
"085-CEDA-0009",-16.5,36,3.34356164383562,1147.81369863014,335.205698630137
"085-CEDA-0010",-16,36,3.2427397260274,1159.60547945205,330.701150684932
"085-CHAN-0002",-24.5,31.5,4.18301369863014,959.934246575343,333.317260273973
"085-CHAN-0003",-23,32,3.94191780821918,976.52602739726,334.346520547945
"085-CHAR-0002",-16,37.5,2.96438356164384,1158.26849315068,338.260164383562
"085-CHAS-0001",-14,38.5,3.27616438356164,1335.05753424658,327.087342465753
"085-CHAS-0002",-14,39,3.2613698630137,1334.8602739726,327.115397260274
"085-CHEC-0001",-12,37,3.4186301369863,1417.51232876712,319.89304109589
"085-CHEC-0002",-10.5,37,3.60493150684932,1417.97260273973,324.260821917808
"085-CHEC-0003",-10.5,37,3.59945205479452,1419.06849315068,324.173150684931
"085-CHEC-0004",-10.5,37,3.58246575342466,1422.77260273973,323.661150684931
"085-CHEC-0005",-10.5,37,3.58246575342466,1422.77260273973,323.661150684931
"085-CHER-0002",-15,39,3.33369863013699,1305.77534246575,329.96295890411
"085-CHER-0003",-15,39,3.34849315068493,1306.32328767123,329.780602739726
"085-CHES-0001",-20.5,38,3.25205479452055,1233.31506849315,326.864657534247
"085-CHES-0002",-20.5,38,3.25205479452055,1233.31506849315,326.864657534247
"085-CHNR-0019",-17.5,36.5,2.73150684931507,1311.97808219178,318.455232876712
"085-CHNR-0025",-17.5,36.5,2.73917808219178,1313.29315068493,318.500821917808
"085-CHNR-0035",-17.5,36.5,2.72876712328767,1312.32876712329,318.563945205479
"085-CHNR-0037",-17.5,36.5,2.72931506849315,1319.25479452055,318.241315068493
"085-CHNR-0039",-17.5,36.5,2.72931506849315,1319.25479452055,318.241315068493
"085-CHNR-0040",-17.5,36.5,2.73150684931507,1311.97808219178,318.455232876712
"085-CHNR-0044",-17.5,36.5,2.81150684931507,1300.3397260274,319.049643835616
"085-CHNR-0045",-17.5,36.5,2.81150684931507,1300.3397260274,319.049643835616
"085-CHNR-0050",-17.5,36.5,2.80164383561644,1302.92602739726,318.72701369863
"085-CHNR-0051",-17.5,36.5,2.81150684931507,1300.3397260274,319.049643835616
"085-CHNR-0059",-17.5,36.5,2.73917808219178,1313.29315068493,318.500821917808
"085-CHNR-0060",-17.5,36.5,2.73917808219178,1313.29315068493,318.500821917808
"085-CHNR-0067",-17.5,36.5,2.73150684931507,1311.97808219178,318.455232876712
"085-CHNR-0068",-17.5,36.5,2.73150684931507,1311.97808219178,318.455232876712
"085-CHOT-0003P",-21,38,3.25534246575342,1244.2301369863,319.286356164384
"085-CHOT-0004P",-16,37.5,3.03287671232877,1237.01917808219,321.071342465753
"085-CHOT-0005P",-16,38,2.99342465753425,1240.28493150685,321.572821917808
"085-CHOT-0006P",-16.5,37.5,3.11506849315069,1221.54520547945,322.084821917808
"085-CHOT-0008P",-16,37.5,2.99452054794521,1237.23835616438,321.585095890411
"085-CHOT-0009P",-16.5,37.5,3.11506849315069,1221.54520547945,322.084821917808
"085-CHOT-0010",-15,38.5,3.43342465753425,1284.53698630137,319.917589041096
"085-CHOT-0011",-15,38.5,3.45095890410959,1284.44931506849,319.957917808219
"085-CHOT-0012",-15,38.5,3.45534246575342,1281.42465753425,320.080657534247
"085-CHUB-0001P",-17.5,37.5,3.54575342465753,1297.66575342466,329.10904109589
"085-CHUB-0002P",-17.5,38,3.39452054794521,1318.83835616438,328.192
"085-CHUB-0003P",-17.5,37.5,3.51835616438356,1294.07123287671,329.591232876712
"085-CHUB-0004",-12.5,39,3.51945205479452,1328.72328767123,328.786410958904
"085-CHUB-0005",-14.5,39,3.39835616438356,1318.81643835616,329.347506849315
"085-CHUB-0006",-14.5,39,3.36931506849315,1317.63287671233,329.549150684932
